CODIGO_ANTERIOR,MUNICIPIO,PERSONA_PRESTADORA,NOMBRE_SISTEMA,ARO,FECHA_VISITA_1_2,CONCEPTO_1_2,FUNCIONARIO_1_2,IRCA_1_2,OBSERVACION_1_2,COMPONENTE_AFECTADO,INTERVENCION_SUGERIDA,HALLAZGO_CLAVE,FECHA_MUESTREO_1_7,IRCA_1_7,CODIGO_LABORATORIO_1_7,RESULTADO_1_7,ESTADO_MUESTRA_1_7,PUNTO_MUESTREO_1_7,TIPO_ANALISIS_1_7,SOPORTE_SISA,TOTAL_VISITAS_1_2,TOTAL_MUESTREOS_1_7
80702,ANSERMANUEVO,ASOCIACION GESTORA COMUNITARIA DEL AGUA DEL CORREGIMIENTO LA CABAÑA,ACUEDUCTO LA CABAÑA,1,2026-03-26,DESFAVORABLE,SAIR HAIRTON IBARGUEN RENTERIA,75.19,"DURANTE EL RECORRIDO SE EVIDENCIA QUE EL SISTEMA DE ABASTO CUENTA CON SISTEMA DE DESINFECCION PERO ESTE PRESENTA INTERMITENCIA EN EL IRCA, ES NECESSARIO CONTAR CON UN PLAN DE CONTIGENCIA DURANTE ESTAS EPOCAS DE LLUVIAS, CON BASE EN LOS ITEM`S VALORADOS NEGATIVAMENTE EN EL PRESENTE ACTA ELABORAR PLAN DE ACCION Y/O MEJORA CON EL FIN DE MEJORAR LAS INDICADORES DE IRCA, IRABA Y BPS PLAZO PARA ELABORAR 30 DIAS.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Gestión administrativa",2026-05-19,78.01,20260519-8371-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
80699,ANSERMANUEVO,JUNTA ADMINISTRADORA ACUEDUCTO RURAL EL VILLAR,ACUDUCTO RURAL EL VILLAR,1,2026-01-28,DESFAVORABLE,EDWARD RAUL JAIMES VERA,83.52,"SE DEBE ELABORAR Y PRESENTAR UN PLAN DE CUMPLIMIENTO EN DONDE SE DECRIBAN LAS ACCIONES A REALIZAR PARA CUMPLIR CON LOS ÍTEMS EVALUADOS CON 2, 4 O 10 PUNTOS PARA MEJORAR LOS INDICADORES DE IRCA, BPS, Y IRCA Y POR CONSIGUIENTE LA CALIDAD DEL AGUA Y EL CONCEPTO SANITARIO. EL PLAN DE CUMPLIMIENTO DEBE PRESENTARSE EN UN PLAZO DE TREINTA (30) DÍAS. DECRTO DEPARTAMENTAL 0294/2016 NO HAY CRIADERO DE VECTORES",Protección sanitaria,Protección sanitaria / fuente,"criadero, vectores",2026-02-23,1.84,20260223-6818-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
97410,ANSERMANUEVO,JUNTA DE ADMINISTRACION COMUNAL LA ESPERANZA,ACUEDUCTO LA ESPERANZA,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-02-23,84.96,20260223-6812-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
113566,ARGELIA,ACUEDUCTO RURAL RESGUARDO INDÍGENA DACHI BANÍA CHAMI,RESGUARDO INDÍGENA DACHI BANÍA CHAMI,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-16,91.72,20260616-8876-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
11932,ARGELIA,ADMINISTRACION COOPERATIVA SAN ROQUE SISTEMA #1- LA SOLEDAD LA PAZ - LA PRIMAVERA - TARRITOS,ADMINISTRACION COOPERATIVA SAN ROQUE ESP,1,2026-05-06,FAVORABLE CON REQUERIMIENTOS,EDWARD RAUL JAIMES VERA,44.16,PRESENTAR UN PLAN DE CUMPLIMIENTO EN DONDE SE DESCRIBAN LAS ACCIONES IMPLEMENTADAS CON EL OBJETIVO DE MEJORAR LA CALIFICACIÓN DE LOS INDICADORES DE BPS E IRABA Y CONTINUAR CON EL SUMINISTRO DE SOLUCIONES INDIVIDUALES DE TRATAMIENTO COMO MEDIDA ADOPTADA POR MEJORAR EL IRCA Y ASÍ MEJORAR LA CALIDAD DE AGUA DE CONSUMO HUMANO Y EL CONCEPTO SANITARIO. EL PLAZO PARA LA ENTREGA DEL PLAN DE CUMPLIMIENTO ES DE TREINTA (30) DÍAS NOTA: DECRETO DEPARTAMENTAL 0294/2016 NO HAY CRIADERO DE VECTORES,Tratamiento,Tratamiento / filtración,"tratamiento, soluciones individuales. También menciona: Protección sanitaria / fuente",2026-06-16,0.00,20260616-8887-VIG,Aceptada,Cerrado,0006,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
80692,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CRISTALINA,ACUEDUCTO LA CRISTALINA,1,2026-04-23,FAVORABLE CON REQUERIMIENTOS,EDWARD RAUL JAIMES VERA,58.59,"SE DEBE ELABORAR UN PLAN DE CUMPLIMIENTO EN DONDE SE DESCRIBAN LAS ACTIVIDADES A DESARROLLAR PARA MEJORAR LA CALIFICACIÓN DE LOS ÍTEM DE LOS INDICADORES DE IRABA, BPS E IRCA Y ASÍ MANTENER O MEJORAR EL CONCEPTO SANITARIO Y POR CONSIGUIENTE LA CALIDAD DEL AGUA. EL PLAZO PARA PRESENTAR EL PLAN DE CUMPLIMIENTO ES DE TREINTA (30)DÍAS. NOTA: DECRETO DEPARTAMENTAL 0294/2016 NO HAY CRIADERO DE VECTORES, SE REALIZÓ LA ENTREGA DE SOLUCIONES INDIVIDUALES PARA EL TRATAMIENTO DEL AGUA A LOS SUSCRIPTORES.",Tratamiento,Tratamiento / filtración,"tratamiento, soluciones individuales. También menciona: Protección sanitaria / fuente",2026-06-16,0.00,20260616-8870-VIG,Aceptada,Cerrado,0005,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
81233,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA PALMA,ASOCIACION DE USUARIOS ACUEDUCTO LA PALMA,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-16,82.70,20260616-8873-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
81231,ARGELIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE MARACAIBO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE MARACAIBO,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-06-16,48.54,20260616-7-VIG,Aceptada,Cerrado,0006,Fisicoquimico y Microbiologico,Muestreo 1.7,0,2
91938,ARGELIA,COOPERATIVA SAN ROQUE LAS BRISAS RAIZAL LA AURORA -SISTEMA # 2,ADMINISTRACION COOPERATIVA SAN ROQUE ESP LAS BRISAS SISTEMA #2,1,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-11,0.00,20260311-7181-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
113719,BOLÍVAR,ACUEDUCTO CORPOSANISIDRO,ACUEDUCTO CORPOSANISIDRO,2,2026-05-26,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,22.44,"SE REALIZA VISITA AL ACUEDUCTO VEREDAL DE SAN ISIDRO DONDE SEOBSERVA INSTALACION DE 2 TANQUES DE ALMACENAMIENTO NUEVOS EN OPERACION, SE CUENTA CON PROCESO DE CLORACION EN TANQUE ANTIGUO, SE RECOMIENDA INSTALAR PUNTO DE RECOLECCION EN TANQUES NUEVOS, SEDEBE CERTIFICAR FONTANERO, LA VEREDA TAMBIEN CUENTA CON FILTROS INTRADOMICILIARIOS.",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-05-25,0.00,20260525-8499-VIG,Aceptada,Cerrado,76100-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
61920,BOLÍVAR,ACUEDUCTO LA REFORMA VEREDA LA AGUADA,ACUEDUCTO LA REFORMA VEREDA LA AGUADA,2,2026-01-27,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,90.37,"ACTUALMENTE CUENTA CON PROCESO DE FILTRACION EN FUNCIONAMIENTO HAY PROCESO DE CLORACION ACTIVO CON CLORO GRANULADO AL 70%, SE RECOMIENDA DOTAR FONTANERO CON ELEMENTOS DE PROTECCION PERSONAL, LLEVAR CONTROL DE CLORO APLICADO Y CONTROL DE CLORO EN RED Y PH",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Tratamiento / filtración, Red / conducción",2026-03-11,21.50,20260311-7173-VIG,Aceptada,Cerrado,76100-3,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
125674,BOLÍVAR,ACUEDUCTO RURAL CABAÑA BAJA,ACUEDUCTO RURAL CABAÑA BAJA,2,2026-03-03,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,53.73,"SE VISITA SISTEMA LA CABAÑA BAJA SE OBSERVA QUE NO SE CUENTA CON SISTEMA DE ABASTO, SOLO HAY TANQUE DE ALMACENAMIENTO CON 17 MANGUERAS QUE SURTEN LAS VEREDAS, LA COMUNIDAD SE ENCARGA DE LIMPIAR EL TANQUE NO HAY JUNTA ADMINISTRADORA, LA MISMA COMUNIDAD LA ENCARGADA.",Almacenamiento,Tanque / almacenamiento,"tanque, almacenamiento. También menciona: Red / conducción, Gestión administrativa",,,,,,,,Visita 1.2,1,0
103477,BOLÍVAR,ACUEDUCTO RURAL COMUNITARIO MANANTIALES DE BETANIA,ACUEDUCTO RURAL COMUNITARIO MANANTIALES DE BETANIA,2,2026-03-03,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,56.75,"EN EL MOMENTO DE LA VISITA SE OBSERVA INTALACION DE NUEVO TANQUE DE ALMACENAMIENO DE 52 M3 EN OPERACION SE CUENTA CON PROCESO DE CLORACION SIN FUNCIONAMIENTO, SE RECOMIENDA HABILITAR PROCESO DE CLORACION REALIZAR LIMPIEZA Y DESMONTE DE LA ESTRUCTURA DE TANQUE DE ALMACENAMIENTO DOTAR CON ELEMENTOS DE PROTECCION PERSONAL REALIZAR CIERRE DE TANQUE NUEVO Y REPARAR FILTRACIONES",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Tratamiento / filtración, Tanque / almacenamiento",,,,,,,,Visita 1.2,1,0
126660,BOLÍVAR,ACUEDUCTO RURAL EL FUSIL,ACUEDUCTO RURAL EL FUSIL,2,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-25,57.55,20260525-8475-VIG,Aceptada,Cerrado,76100-1,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
62095,BOLÍVAR,ASOCIACION DE USUARIO DEL AGUA POTABLE Y ALCANTARILLADO DE RICAURTE ASERCOM -ASERCOM,ASOCIACION DE USUARIO DEL AGUA POTABLE Y ALCANTARILLADO DE RICAURTE,2,2026-05-15,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,0.00,"EN EL MOMENTO DE LA VISITA SE EVIDENCIA QUE SE ESTA OPERANDO LA PLANTA DE POTABILIZACION DE FORMA NORMAL, SE ESTA APLICANDO CLORO DE FORMA GOTEO POR GRAVEDA POR DAÑO DE BOMBA DOSIFICADORA SE ENCUENTRA EN OPERACION TANQUES DE ALMACENAMIENTO Y SUMINISTRO A LA VEREDA DE LA HERRADURA. SE CUENTA CON DETERIORO EN PAREDES DE CASETA DE CLORACION. SE RECOMIENDA LLEVAR CONTROL DE CLORO RESIDUAL EN RED. REALIZAR MEJORAS EN CASETA DE CLORACION DETERIORO EN PAREDES.",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración, goteo. También menciona: Tanque / almacenamiento, Red / conducción",2026-04-21,0.00,20260421-7867-VIG,Aceptada,Cerrado,76100,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
113587,BOLÍVAR,ASOCIACION DE USUARIOS ACUEDUCTO DE NARANJAL,ASOCIACION DE USUARIOS ACUEDCUTO DE NARANJAL,2,2026-06-11,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,22.22,"SE REALIZA VISITA AL ACUEDUCTO DONDE SE OBSERVA FUNCIONALIDAD DEL SISTEMA CON PROCESO DE CLORACIÓN ACTIVO CON APLICACIÓN DE CLORO GRANULADO AL 70%, SE RECOMIENDA DOCUMENTAR CONTROL DE CLORO EN RED Y PH, ORGANIZAR ARCHIVO EN OFICINA CON ACTAS DE LA ACTIVIDAD SANITARIA",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Red / conducción",2026-05-25,0.00,20260525-8485-VIG,Aceptada,Cerrado,76100-4,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
64925,BOLÍVAR,ASOCIACION DE USUARIOS ACUEDUCTO LA MARIA,ASOCIACION DE USUARIOS ACUEDUCTO LA MARIA,2,2026-05-22,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,82.70,"SE REALIZA VISITA AL ACUEDUCTO DONDE SE OBSERVA QUE NO ESTA ACTIVO EL SISTEMA DE CLORACION A PESAR QUE ESTA INSTALADO Y CON INSUMO PARA SU FUNCIONAMIENTO. SE RECOMIENDA PONER EN FUNCIONAMIENTO EL SISTEMA DE CLORACION, SE RECOMIENDA IMPLEMENTAR ESTE PROCESO DE FORMA PERMANENTE, SE RECOMIENDA LIMPIEZA DE PUNTOS DE MUESTREO. DOTAR FONTANERO CON ELEMENTOS DE PROTECCION PERSONAL SE DILIGENCIA ACTA DE ACTUALIZACION ANUAL DE PUNTOS DE MUESTREO PMM-05 (3 PUNTOS)",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Protección sanitaria / fuente, Operación y mantenimiento",2026-05-25,79.13,20260525-8473-VIG,Aceptada,Cerrado,76100-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
60116,BOLÍVAR,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,ASOCIACION DE USUARIOS ACUEDUCTO LA TULIA,2,2026-01-28,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,28.19,"EN EL MOMENTO DE LA VISITA SE OBSERVA MANTENIMIENTO DE FILTROS LENTOS DE ARENA, DODE SE REALIZARA RECUBRIMIENTO PARA TAPONAMIENTO DE FILTRACIONES, SE RECOMIENDA ADQUIRIR INSUMOS O RECATIVOS PARA EL CONTROL DE CLORO EN RED Y PH, DOTAR FONTANERO EN ELEMENTOS DE PROTECCION PERSONAL, CERTIFICAR OPERARIO MEJORAR MANTENIMIENTO EN ZONA LOCATIVAS DE PLANTA DE TRATAMIENTO",Desinfección,Desinfección / cloración,"cloro. También menciona: Tratamiento / filtración, Red / conducción",2026-03-11,62.90,20260311-7174-VIG,Aceptada,Cerrado,76100-2,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
60381,BOLÍVAR,ASOCIACION DE USUARIOS DE ABASTO CORREGIMIENTO CERRO AZUL Y LAS VEREDAS SIRIA Y LA SOLEDAD,CERRO AZUL,2,2026-05-26,FAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,0.00,"SE REALIZO VISITA DE ACUEDUCTO CERRO AZUL, ACTUALMENTE CUENTA CON 6 TANQUES DE ALMACENAMIENTOS TODOS EN FUNCIONAMIENTO, CON IMPLEMENTACION DE PROCESO DE CLORACION, CUENTA CON DOS MACRO MEDIDORES, SI CUENTA CON OFICINA Y DOS FONTANEROS CERTIFICADOS, SE RECOMIENDA IMPLEMENTAR CIERRE PERIMETRAL D ELOS TANQUES DE ALMACENAMIENTO DONDE SEA POSIBLE EL CIERRE DE LOS MISMOS.",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Tanque / almacenamiento, Operación y mantenimiento",2026-05-25,0.00,20260525-8497-VIG,Aceptada,Cerrado,76100-2,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
121705,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES,2,2026-02-04,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,53.72,EN EL MOMENTO DE LA VISITA SE EVIDENCIA CLORACION EN LOS DOS TANQUES DE ALMACENAMIENTO CON DOSIFICADOR EN LINEA Y TOMA DE 500 L EN CLORO GRANULADO SE RECOMIENDA DOTAR FONTANERO PARA LLEVAR EL CONTROL DE CLORO EN RED Y PH SE DEBE CERTIFICAR OPERARIO EN COMPETENCIA DOCUMENTAR PROCESOS REALIZADOS EN EL SISTEMA,Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Tanque / almacenamiento, Red / conducción",,,,,,,,Visita 1.2,1,0
111988,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL BOSQUE # 1,2,2026-05-22,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,87.07,"SE VISITA ACUEDUCTO DONDE SE EVIDENCIA ESTRUCTURA DE BOCATOMA EN REGULAR ESTADO, SIN CIERRE PERIMETRAL SE OBSERVA PASO DE GANADO, LO CUAL ESTÁ GENERANDO RIESGO DE CONTAMINACIÓN DEL AGUA PARA CONSUMO HUMANO, TANQUE DESARENADOR EN REGULAR ESTADO, NO SE CUENTA CON JUNTA ADMINISTRATIVA DEL ACUEDUCTO, POR ENDE NO SE DISPONE DE PERSONAL OPERATIVO COMO FONTANERO QUE ATIENDA ADECUADAMENTE LAS NECESIDADES DE OPERACIÓN Y MANTENIMIENTO DEL SISTEMA.",Captación,Captación / bocatoma,"bocatoma, desarenador. También menciona: Tanque / almacenamiento, Protección sanitaria / fuente",,,,,,,,Visita 1.2,1,0
59619,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA ASOAHER,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA HERRADURA,2,2026-05-15,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,1.50,"SE OBSERVA INSTALACIÓN DE NUEVO TANQUE DE ALMACENAMIENTO METÁLICO ROTADO DE 20 M³ ACTUAlMENTE SE ENCUENTRA EN FUNCIONAMIENTO EN LA SEMANA DEL 19 A 25 DE ESTE MES SE REALIZARÁ MANTENIMIENTO Y REPARACIÓN DE TANQUE DE ALMACENAMIENTO PARA EVITAR LAS FILTRACIONES SE RECOMIENDA LLEVAR CONTROL DE CLORO EN RED, CERTIFICAR FONTANERO",Desinfección,Desinfección / cloración,"cloro. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-04-21,9.30,20260421-7850-VIG,Aceptada,Cerrado,76000-2,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
117594,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA TULIA PORVENIR,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA TULIA PORVENIR,2,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-03-11,57.55,20260311-7177-VIG,Aceptada,Cerrado,76100-1,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
58632,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA PLAZUELA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA PLAZUELA,2,2026-01-27,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,82.87,"EN EL MOMENTO DE LA VISITA SE OBSERVA QUE SE ESTA TRABAJANDO CON EL SISTEMA DE CLORACION, ESTE CAMBIO SE DIO POR RECUPERACION DE LA FUENTE ANTIGUA Y DAÑO EN BOCATOMA DE ACUEDUCTO . SE DEBE DOTAR FONTANERO CON ELEMENTOS DE PROTECCION PERSONAL. VERTIFICAR FONTANERO, ADECUAR PUNTOS DE MUESTREO CON ORGANIZACION DE LAS TAPAS EN REGULAR ESTADO",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Captación / bocatoma, Tanque / almacenamiento",2026-03-11,87.77,20260311-7172-VIG,Aceptada,Cerrado,76100-2,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
65809,BOLÍVAR,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE LAS VEREDAS EL BOSQUE LA ALDANA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE LAS VEREDAS EL BOSQUE LA ALDANA,2,2026-02-04,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,76.68,"EN EL MOMENTO D ELA VISITA SE OBSERVA INSTALACION DE NUEVO TANQUE DE 63 M3 DONADO POR LA ADMINISTRACION MUNICIPAL, SE RECOMIENDA INSTALAR SISTEMA DE CLORACION EN ESTE PUNTO PARA GARANTIZAR CLORO EN TODO LA RED DE DISTRIBUCION, SE DEBE DOTAR FONTANERO CON ELEMENTOS DE PROTECCION PERSONAL, MEJORAR PUNTOS DE MUESTREO COMO INSTALACION DE TAPAS PARA PROTECCION.",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Tanque / almacenamiento, Red / conducción",2026-03-11,87.77,20260311-7185-VIG,Aceptada,Cerrado,76100-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
58630,BOLÍVAR,ASOCIACION DE USUARIOS DEL SERVICIO COMUNITARIO DE LA MONTAÑUELA - AUSCRAALMA,ASOCIACION DE USUARIOS DEL SERVICIO COMUNITARIO DE LA MONTAÑUELA - AUSCRAALMA,2,2026-06-11,DESFAVORABLE,DIANA GIMENA MARTINEZ GONZALEZ,94.57,"SE REALIZA VISITA AL ACUEDUCTO DONDE SE EVIDENCIA QUE SE CUENTA CON DOS TANQUES NUEVOS INSTALADOS, UNO SIN OPERACIÓN POR FALTA DE CONEXIÓN A TUBERÍAS DE DISTRIBUCIÓN, SE CUENTA CON TODO EL SISTEMA DE CLORACIÓN IMPLEMENTADO Y CANECAS DE CLORO SE REQUIERE PONER EN FUNCIONAMIENTO PROCESO DE CLORACIÓN, DOTAR A FUTURO NUEVO CON ELEMENTOS DE PROTECCIÓN PERSONAL",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Tanque / almacenamiento, Red / conducción",2026-04-21,94.57,20260421-7852-VIG,Aceptada,Cerrado,76.100-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
58631,BOLÍVAR,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE PRIMAVERA,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE PRIMAVERA,2,2026-05-22,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,22.55,"SE EVIDENCIA FUNCIONAMIENTO DORMAL DE LA PLANTA CON MEJORAS EN TANQUE DE ALMACENAMIENTO CASA BALCON, ACTUAL MENTE CUENTA CON TRES TANQUES DE ALMACENAMIENTO , ACTUALMENTE CON PROCESO DE CLORACION ACTIVO, SE RECOMIENDA LLEVAR CONTROL DE CLORO EN TANQUE DE GUACAS, PARA GARANTIZAR CLORO EN RED, MEJORAR FILTRACION DE TANQUE DE FILTROS RAPIDOS",Desinfección,Desinfección / cloración,"cloro, cloracion, cloración. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-04-21,23.25,20260421-7851-VIG,Aceptada,Cerrado,76100-4,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
62251,BOLÍVAR,"ASOCIACION DEL SERVICIO COMUNITARIO DEL AGUA VEREDA PUNTA LARGA - ACUASALUD ""PUNTA LARGA""","ASOCIACION DEL SERVICIO COMUNITARIO RURAL VEREDA PUNTA LARGA - ACUASALUD ""PUNTA LARGA""",2,2026-03-26,FAVORABLE CON REQUERIMIENTOS,DIANA GIMENA MARTINEZ GONZALEZ,22.55,"SE REALIZA VISITA AL ACUEDUTO DONDE SE OBSERVA INSTALCIONE DENIEVO TANQUE DE ALMACENAMIENTO SIN APLICACION, SE CUENTA CON SISTEMA DE CLORACION Y CASETA DE CLORACION, SE RECOMIENDA PONER EN FUCIONAMIENTO NUEVO TANQUE DE ALMACENAMIENTO REALIZA CIERRE PERIMETRAL DE LOS DOS TANQUES ALMACENAMIENTO MEJORAR ESTRUCTURA DE PUNTO DE MUESTREO",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Tanque / almacenamiento",2026-04-21,18.86,20260421-7839-VIG,Aceptada,Cerrado,3,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
60314,BUGALAGRANDE,ASOCIACION AGUAS DE GALICIA,ASOCIACION AGUAS DE GALICIA,2,2026-01-30,DESFAVORABLE,WILLIAM ALBERTO CARLOSAMA JIMENEZ,94.57,"EL SISTEMA REQUIERE: GESTIONAR PROGRAMAS EDUCATIVOS EN USO EFICIENTE Y AHORRO DEL AGUA, POSTERIORMENTE GESTIONAR RECUPERACIÓN DE SISTEMA DE FILTRACIÓN EXISTENTE E INSTALACION DE MICROMEDICIÓN REALIZAR DE FORMA PRIORITARIA LA DESINFECCIÓN CONSTANTEMENTE MIENTRAS LA TURBIEDAD LO PERMITA, MINIMIZAR O CONTROLAR LOS REBOSES EN TANQUE, DOCUMENTAR PROCESOS, CONTAR CON EQUIPOS DE CONTROL",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-06-24,,20260624-9053-VIG,0,0,76113-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
112154,BUGALAGRANDE,ASOCIACION DE USUARIOS ACUEDUCTO ALMENDRONAL,ASOCIACION DE USUARIOS ACUDECTO ALMENDRONAL,2,2026-03-20,,WILLIAM ALBERTO CARLOSAMA JIMENEZ,,EL ACUEDUCTO NO CUENTA CON BOCATOMA TECNICAMENTE DISEÑADA EL DESARENADOR Y TANQUE ENREGULAR ESTADO SE CUENTA CON ----- DESINFECCION. PERO NO SE REALIZA TRATAMIENTO SE REQUIERE GESTIONAR DISEÑO Y CONSTRUCION DE BOCATOMA Y SOLUCION PARA EL TRATAMIENTO DEL AGUA A NIVEL COLECTIVO E INDIVIDUAL,Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",,,,,,,,Visita 1.2,1,0
