ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
713;276306000093;GINEBRA;I.E. GINEBRA LA SALLE SEDE NUESTRA SEÑORA DE FATIMA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
714;276306000158;GINEBRA;I.E. INMACULADA CONCEPCION SEDE SAN ANTONIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
715;276306000263;GINEBRA;I.E. GINEBRA LA SALLE SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
716;276233000642;DAGUA;I.E. BORRERO AYERBE SEDE RAFAEL NUÑEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE BORRERO AYERBE;RAFAEL NUÑEZ;196;3.57;-76.65;SI;NO;NO
717;276233001223;DAGUA;I.E. BORRERO AYERBE SEDE BELLAVISTA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE BORRERO AYERBE;BELLAVISTA;152;3.57;-76.64;SI;NO;NO
718;276233000545;DAGUA;I.E. BORRERO AYERBE SEDE NUESTRA SEÑORA DE FATIMA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA TERESITA DEL NIÑO JESUS;NUESTRA SEÑORA DE FATIMA;54;3.55;-76.63;SI;SI;NO
719;276233001495;DAGUA;I.E. SANTA TERESITA DEL NIÑO JESUS SEDE ALTO DE LAS TORTOLAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.938;;;;0;;;NO;NO;NO
720;276233000138;DAGUA;I.E. BORRERO AYERBE SEDE CARLOS LOZANO LOZANO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE BORRERO AYERBE;CARLOS LOZANO LOZANO;37;3.6;-76.67;SI;NO;NO
721;276895000294;ZARZAL;ESCUELA REPUBLICA DE COLOMBIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIO NARIÑO;REPÚBLICA DE COLOMBIA;206;4.32;-76.07;SI;NO;NO
722;176895000044;ZARZAL;INSTITUCION EDUCATIVA ANTONIO NARIÑO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIO NARIÑO;ANTONIO NARIÑO;569;4.32;-76.07;SI;NO;NO
723;176895000346;ZARZAL;CENTRO EDUCATIVO CENT DOC N.2 MARIA INMACULADA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EFRAIN VARELA VACA;MARÍA INMACULADA;362;4.39;-76.07;SI;NO;NO
724;;ZARZAL;UNIDAD DE ATENCION VALLEJUELO - MODALIDAD DESARROLLO INFANTIL EN MEDIO FAMILIAR;NO;SIN_COINCIDENCIA_FUERTE;0.404;;;;0;;;NO;NO;NO
725;176100000441;BOLIVAR;ESCUELA URB MIX ALONSO ARAGON N.01;NO;SIN_COINCIDENCIA_FUERTE;0.571;;;;0;;;NO;NO;NO
726;176100000424;BOLIVAR;ESCUELA URB JULIO CAICEDO Y TELLEZ N.2;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL DOLORES MONDRAGON;JULIO CAICEDO Y TELLEZ;133;4.34;-76.18;SI;NO;NO
727;176100000858;BOLIVAR;ESCUELA SAN JOSE N. 52;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
728;276100000321;BOLIVAR;ESCUELA RUR MIX MA AGUSTINA MADRID N.10;NO;SIN_COINCIDENCIA_FUERTE;0.667;;;;0;;;NO;NO;NO
729;276100000500;BOLIVAR;COLEGIO MANUEL DOLORES MONDRAGON SAT;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
730;276100000275;BOLIVAR;ESCUELA NTRA SRA DEL CARMEN N. 15;NO;SIN_COINCIDENCIA_FUERTE;0.69;;;;0;;;NO;NO;NO
731;276736000500;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE JOAQUIN CAICEDO (D.I);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
732;276736001310;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE FRAY BARTOLOME DE LAS CASAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
733;276736000348;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE LA MARIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
734;276736000283;SEVILLA;I.E. SANTA BARBARA SEDE SANTA BARBARA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.901;2.019;IE SANTA BARBARA;ESC SANTA BARBARA;199;0.0;0.0;NO;NO;NO
735;276736001328;SEVILLA;I.E. SANTA BARBARA SEDE BUENOS AIRES;NO;POSIBLE_COINCIDENCIA_REVISAR;0.899;;;;0;;;NO;NO;NO
736;276233000600;DAGUA;I.E. EL QUEREMAL SEDE MERCEDES ABREGO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL QUEREMAL;MERCEDES ABREGO;145;3.52;-76.71;SI;NO;NO
737;276233000529;DAGUA;I.E. EL QUEREMAL SEDE JOSE MARIA CORDOBA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL QUEREMAL;JOSE MARIA CORDOBA;142;3.66;-76.69;SI;NO;NO
738;276233000651;DAGUA;I.E. EL QUEREMAL SEDE GIMNASIO DEL DAGUA EL QUEREMAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
739;276113000614;BUGALAGRANDE;I.E. DIEGO RENGIFO SALAZAR  SEDE MARIANO OSPINA PEREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
740;276616000310;RIOFRIO;CENTRO EDUCATIVO CENT DOC JUAN DEL CORRAL N. 16;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;JUAN DEL CORRAL;10;4.13;-76.34;SI;NO;NO
741;276616000301;RIOFRIO;CENTRO EDUCATIVO CENT DOC N. 15 MARIA INMACULADA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;MARIA INMACULADA;30;4.08;-76.37;SI;NO;NO
742;276616000590;RIOFRIO;INSTITUCION EDUCATIVA NEMESIO RODRIGUEZ ESCOBAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;NEMESIO RODRIGUEZ;264;4.07;-76.38;SI;NO;NO
743;276616000204;RIOFRIO;ESCUELA N. 4 LAS AMERICAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;LAS AMERICAS;113;4.07;-76.39;SI;NO;NO
744;276616000263;RIOFRIO;ESCUELA LA GRAN COLOMBIA N. 10;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NEMESIO RODRIGUEZ ESCOBAR;LA GRAN COLOMBIA;74;4.11;-76.35;SI;NO;NO
745;176890000305;YOTOCO;I.E. ALFONSO ZAWADZKY SEDE ALFONSO ZAWADZKY;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ALFONSO ZAWADZKY;ALFONSO ZAWADZKY;651;3.86;-76.38;SI;NO;NO
746;176890000038;YOTOCO;I.E. ALFONSO ZAWADZKY SEDE JHON F KENNEDY;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ALFONSO ZAWADZKY;ALFONSO ZAWADZKY;651;3.86;-76.38;SI;NO;NO
747;176890000798;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE JORGE ELIECER GAITAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
748;176890000020;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE POLICARPA SALAVARRIETA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
749;176895000770;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 20 DIVINO NIÑO JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EFRAIN VARELA VACA;DIVINO NIÑO JESÚS;256;4.39;-76.08;SI;NO;NO
750;;ZARZAL;I.E ESCUELA NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES - SEDE FRANCISCO DE PAULA SANTANDER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
751;176895000478;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 19 LAS MERCEDES;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES;LAS MERCEDES;106;4.4;-76.07;SI;SI;NO
752;176895000265;ZARZAL;COLEGIO DPTAL OFIC SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SIMON BOLIVAR;SIMON BOLIVAR;720;4.38;-76.07;SI;NO;NO
753;176895000168;ZARZAL;INSTITUCION EDUCATIVA EFRAIN VARELA VACA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EFRAIN VARELA VACA;EFRAIN VARELA VACA;366;4.4;-76.07;SI;SI;SI
754;176895000231;ZARZAL;CENTRO EDUCATIVO CENT DOC STA CECILIA N.4;NO;SIN_COINCIDENCIA_FUERTE;0.447;;;;0;;;NO;NO;NO
755;176895000109;ZARZAL;ESCUELA NORM SUP NTRA SRA DE LAS MERCEDES;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES;LAS MERCEDES;106;4.4;-76.07;SI;SI;NO
756;376895000426;ZARZAL;COLEGIO PABLO EMILIO CAMACHO PEREA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EFRAIN VARELA VACA;PABLO EMILIO CAMACHO;1023;4.4;-76.07;SI;NO;NO
757;176895000192;ZARZAL;CENTRO EDUCATIVO CENT DOC N.5 SAGRADO CORAZON DE JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SIMON BOLIVAR;SAGRADO CORAZÓN DE JESÚS;174;4.39;-76.07;SI;NO;NO
758;176895000125;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 17 CAMILO TORRES;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SIMON BOLIVAR;CAMILO TORRES;145;4.39;-76.07;SI;NO;NO
759;176895000222;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 3 FRANCISCO JOSE DE CALDAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SIMON BOLIVAR;FRANCISCO JOSE DE CALDAS;177;4.39;-76.07;SI;NO;NO
760;276895000138;ZARZAL;ESCUELA N. 15 NTRA SRA DE FATIMA;NO;SIN_COINCIDENCIA_FUERTE;0.679;;;;0;;;NO;NO;NO
761;176895000109;ZARZAL;I.E. ESCUELA NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES LOCAL # 2;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
762;176895000184;ZARZAL;CENTRO EDUCATIVO CENT DOC N.6 ANEX JHON F KENNEDY;NO;SIN_COINCIDENCIA_FUERTE;0.433;;;;0;;;NO;NO;NO
763;176403000087;LA VICTORIA;I.E MANUEL ANTONIO BONILLA SEDE SAGRADO CORAZON;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL ANTONIO BONILLA;MANUEL ANTONIO BONILLA;585;4.53;-76.03;SI;NO;NO
764;176403000061;LA VICTORIA;I.E MANUEL ANTONIO BONILLA SEDE MARCO FIDEL SUAREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936;;;;0;;;NO;NO;NO
765;176403000079;LA VICTORIA;IE SANTA TERESITA SEDE SANTA TERESITA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE SANTA TERESITA;SANTA TERESITA;313;4.52;-76.04;SI;NO;NO
766;;LA VICTORIA;I.E MANUEL ANTONIO BONILLA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL ANTONIO BONILLA;MANUEL ANTONIO BONILLA;585;4.53;-76.03;SI;SI;SI
767;176403000052;LA VICTORIA;I.E SANTA TERESITA SEDE MANUEL J. GIL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
768;;LA VICTORIA;INSTITUCION EDUCATIVA SAN JOSE SEDE PRIMARIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSE;35;4.52;-75.99;SI;SI;NO
769;276403000103;LA VICTORIA;IE SAN JOSE SEDE ANTONIA SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
770;276403000022;LA VICTORIA;I.E CONCENTRACION DE DESARROLLO RURAL SEDE SAN JOSE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSE;35;4.52;-75.99;SI;NO;NO
771;276403000090;LA VICTORIA;I.E SAN JOSE SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
772;276403000111;LA VICTORIA;IE SANTA TERESITA SEDE JOSE MARIA CORDOBA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
773;176403000036;LA VICTORIA;IE MANUEL ANTONIO BONILLA SEDE MANUEL ANTONIO BONILLA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE MANUEL ANTONIO BONILLA;MANUEL ANTONIO BONILLA;585;4.53;-76.03;SI;NO;NO
774;;LA UNION;I.E COLEGIO SAN JOSÉ SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSE;880;4.53;-76.1;SI;SI;NO
775;176400000051;LA UNION;I.E MAGDALENA ORTEGA SEDE PERPETUO SOCORRO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MAGDALENA ORTEGA;MAGDALENA ORTEGA;1413;4.53;-76.1;SI;NO;NO
776;;LA UNION;I.E. MAGDALENA ORTEGA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MAGDALENA ORTEGA;MAGDALENA ORTEGA;1413;4.53;-76.1;SI;SI;NO
777;276400000072;LA UNION;I.E ARGEMIRO ESCOBAR CARDONA SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;;;;0;;;NO;NO;NO
778;;LA UNION;I.E ARGEMIRO ESCOBAR CARDONA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ARGEMIRO ESCOBAR CARDONA;ARGEMIRO ESCOBAR CARDONA;344;4.53;-76.1;SI;SI;NO
779;176400000248;LA UNION;I.E ARGEMIRO ESCOBAR CARDONA SEDE JOSE EUSEBIO CARO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.938;;;;0;;;NO;NO;NO
780;276400000081;LA UNION;I.E ARGEMIRO ESCOBAR CARDONA SEDE EDELMIRA RAMIREZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936;;;;0;;;NO;NO;NO
781;;LA UNION;I.E JUAN DE DIOS GIRON SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JUAN DE DIOS GIRON;JUAN DE DIOS GIRON;572;4.53;-76.11;SI;SI;NO
782;176400000035;LA UNION;I.E. ARGEMIRO ESCOBAR CARDONA SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
783;276400000234;LA UNION;I.E ARGEMIRO ESCOBAR CARDONA SEDE SAN MARTIN DE PORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.941;;;;0;;;NO;NO;NO
784;;OBANDO;I.E SAN JOSE SEDE PRINCIPAL-FUNDACIÒN PRODESARROLLO COMUNITARIO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSE;749;4.58;-75.97;SI;SI;NO
785;176497000077;OBANDO;I.E SAN JOSE SEDE GRAN COLOMBIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
786;176497000018;OBANDO;I.E SAN JOSE SEDE RICARDO NIETO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
787;;OBANDO;I.E SAN JOSE SEDE GENERAL SANTANDER;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
788;176497000352;OBANDO;I.E SAN JOSE SEDE MANUELA BELTRAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
789;276497000055;OBANDO;I.E SAN JOSE  SEDE ARNULFO  PRADA MARTINEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSE;749;4.58;-75.97;SI;NO;NO
790;176622000866;ROLDANILLO;I.E. NORMAL SUPERIOR JORGE ISAAC SEDE LIBARDO MADRID VALDERRAMA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.95;2.019;IE NORMAL SUPERIOR JORGE ISAACS;LIBARDO MADRID VALDERRAMA;68;4.41;-76.16;SI;NO;NO
791;176622000017;ROLDANILLO;I.E. BELISARIO PEÑA PIÑEIRO SEDE SAN SEBASTIAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
792;176622000998;ROLDANILLO;I.E. BELISARIO PEÑA PIÑEIRO SEDE EUSTAQUIO PALACIOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
793;;ROLDANILLO;I.E. BELISARIO PEÑA PIÑEIRO SEDE PRINCIPAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
794;276622000534;ROLDANILLO;I.E NUESTRA SEÑORA DE CHIQUINQUIRA SEDE TOMAS IGNACIO ESQUIVEL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.949;2.019;IE NUESTRA SEÑORA DE CHIQUINQUIRA;TOMAS IGNACIO ESQUIVEL;344;4.42;-76.15;SI;NO;NO
795;276622000160;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE JOSEFITA PEÑA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.932;2.019;IE SANTA ROSALIA DE PALERMO;JOSEFITA PEÑA;29;4.48;-76.11;SI;NO;NO
796;276622000178;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE JOSE ACEVEDO Y GOMEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.941;2.019;IE SANTA ROSALIA DE PALERMO;JOSE ACEVEDO Y GÓMEZ;38;0.0;0.0;NO;NO;NO
797;176622000068;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE BELISARIO PEÑA PIÑEIRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.943;;;;0;;;NO;NO;NO
798;276622000313;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE MARCO FIDEL SUAREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.939;2.019;IE SANTA ROSALIA DE PALERMO;MARCO FIDEL SUÁREZ;15;0.0;0.0;NO;NO;NO
799;;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE ATANASIO GIRARDOT-FUNDACION PRODESARROLLO COMUNITARIO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ROSALIA DE PALERMO;ATANASIO GIRARDOT;59;4.44;-76.14;SI;SI;NO
800;276622000577;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE BELISARIO PEÑA PIÑEIRO SATELITE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.952;2.019;IE SANTA ROSALIA DE PALERMO;BELISARIO PEÑA PIÑEIRO SATELITE;98;4.44;-76.14;SI;NO;NO
801;276622000283;ROLDANILLO;IE RORIGO LLOREDA CAICEDO SEDE MIGUEL ANTONIO CARO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;CE RODRIGO LLOREDA CAICEDO;MIGUEL ANTONIO CARO;7;4.38;-76.15;SI;NO;NO
802;;ROLDANILLO;I.E NORMAL SUPERIOR JORGE ISAAC SEDE PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.757;;;;0;;;NO;NO;NO
803;;ROLDANILLO;I.E. SEÑORA DE CHIQUINQUIRA SEDE PRINCIPAL - ACCION POR COLOMBIA;NO;SIN_COINCIDENCIA_FUERTE;0.6;;;;0;;;NO;NO;NO
804;176622000882;ROLDANILLO;I.E. BELISARIO PEÑA PIÑEIRO SEDE DIVINO NIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
805;276622000241;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE SANTA RITA;NO;POSIBLE_COINCIDENCIA_REVISAR;0.874;;;;0;;;NO;NO;NO
806;276622000216;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE SANTA ROSA DE LIMA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.939;2.019;IE SANTA ROSALIA DE PALERMO;SANTA ROSA DE LIMA;13;0.0;0.0;NO;NO;NO
807;276622000224;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE HELIODORO PEÑA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.933;2.019;IE SANTA ROSALIA DE PALERMO;HELIODORO PEÑA;17;0.0;0.0;NO;NO;NO
808;176622000149;ROLDANILLO;I.E NUESTRA SEÑORA DE CHIQUINQUIRA SEDE JHON F. KENEDY;SI;COINCIDENCIA_NOMBRE_FUERTE;0.932;2.019;IE NUESTRA SEÑORA DE CHIQUINQUIRA;JHON F. KENNEDY;386;4.41;-76.16;SI;NO;NO
809;;ROLDANILLO;INSTITUCION EDUCATIVA NORMAL SUPERIOR JORGE ISAACS SEDE CARLOS VILLAFANE - ACCION POR COLOMBIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
810;276622000437;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE JOSE MARIA ERAZO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.936;2.019;IE SANTA ROSALIA DE PALERMO;JOSE MARIA ERAZO;7;0.0;0.0;NO;NO;NO
811;276622000275;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO  SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.932;2.019;IE SANTA ROSALIA DE PALERMO;SIMON BOLIVAR;15;4.44;-76.09;SI;NO;NO
812;276622000232;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE MARIA AUXILIADORA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.938;2.019;IE SANTA ROSALIA DE PALERMO;MARIA AUXILIADORA;8;4.48;-76.08;SI;NO;NO
813;276622000208;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.933;2.019;IE SANTA ROSALIA DE PALERMO;ANTONIA SANTOS;22;4.44;-76.09;SI;NO;NO
814;276622000470;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE SAN JOSE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ROSALIA DE PALERMO;SAN JOSE;12;4.47;-76.09;SI;NO;NO
815;276622000411;ROLDANILLO;I.E SANTA ROSALIA DE PALERMO SEDE JOSE JOAQUIN JARAMILLO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.943;2.019;IE SANTA ROSALIA DE PALERMO;JOSE JOAQUIN JARAMILLO;4;4.42;-76.1;SI;NO;NO
816;276622000500;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE GERARDO BUENO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
817;276616000565;RIOFRIO;SAN JUAN BOSCO;NO;SIN_COINCIDENCIA_FUERTE;0.64;;;;0;;;NO;NO;NO
818;276616000450;RIOFRIO;ESCUELA JUAN XXIII N. 36;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE HERNANDO LLORENTE ARROYO;JUAN  XXIII;9;4.15;-76.37;SI;SI;NO
819;;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE SANTIAGO GUTIERREZ ANGEL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.945;2.019;IE SANTIAGO GUTIERREZ ANGEL;SANTIAGO GUTIERREZ ANGEL;240;4.73;-76.11;SI;SI;SI
820;276243000381;EL AGUILA;I.E EL AGUILA SEDE SOR MARIA JULIANA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL AGUILA;SOR MARÍA JULIANA;20;4.91;-76.02;SI;NO;NO
821;276243000241;EL AGUILA;I.E SANTA MARTA SEDE SAN MARTIN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;SAN MARTIN;14;4.87;-76.04;SI;NO;NO
822;276250000699;EL DOVIO;I.E ACERG SEDE ALBERTO FRESNEDA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;ALBERTO FRESNEDA;6;4.51;-76.33;SI;NO;NO
823;276250000320;EL DOVIO;I.E ACERG SEDE SAN MARTIN DE PORRES;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;SAN MARTIN DE PORRES;7;4.59;-76.25;SI;NO;NO
824;276400000170;LA UNION;I.E JUAN DE DIOS GIRON SEDE TRINIDAD TAMAYO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
