CODIGO_MUESTRA,TIPO_SERVICIO_FICHA,FECHA_TOMA_MUESTRA,NUMERO_ACTA,TIPO_MUESTRA,PUNTO_MUESTREO,LUGAR_TOMA_MUESTRA,DIRECCION,DEPARTAMENTO_PUNTO_MUESTREO,MUNICIPIO_PUNTO_MUESTREO,TIPO_LUGAR,CORREGIMIENTO_VEREDA,BARRIO,TIPO_FUENTE,NOMBRE_FUENTE,DEPARTAMENTO_ACUEDUCTO,MUNICIPIO,TIPO_ENTIDAD_PRESTADOR,PRESTADOR,TELEFONO_PRESTADOR,DIRECCION_PRESTADOR,ENTIDAD_REMITE_FICHA,MUESTRA_TOMADA_POR,OBSERVACIONES_FICHA,FECHA_FILTRO_RECEPCION_FICHA,ARO_FICHA,ARCHIVO_FICHA,LOTE_FICHA,RUTA_ARCHIVO_FICHA
20260120-6130-VIG,VIGILANCIA RUTINARIA,20/01/2026,OAR200126-007,Agua tratada,1301,GRIFO,ESCUELA JOSE JOAQUIN JARAMILLO cll 4 cra 12 y 13,76 - VALLE DEL CAUCA,76250 - EL DOVIO,URBANO,,LA MERCEd,RÍO,RIO DOVIO,76 - VALLE DEL CAUCA,76250 - EL DOVIO,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL DOVIO,2229147,Cll 8 # 7-51,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,20/01/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260120-6138-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-001,Agua tratada,5639,JUNTO A CERCO PERIMETRAL INSTITUCIÓN EDUCATIVA POLICARPA SALAVARRIETA,CORREGIMIENTO LA TUPIA VÍA PRADERA CANDELARIA,76 - VALLE DEL CAUCA,76563 - PRADERA,RURAL,la tupia,,RÍO,bolo,76 - VALLE DEL CAUCA,76563 - PRADERA,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,2674493,CL.7 N░ 4-50 B/ ALTO CASTILLO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6142-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-002,Agua tratada,5635,BARRIO VILLA MARINA MANZANA 27 CASA 20,BARRIO VILLA MARINA MANZANA 27 CASA 20,76 - VALLE DEL CAUCA,76563 - PRADERA,URBANO,,BARRIO VILLA MARINA,RÍO,BOLO,76 - VALLE DEL CAUCA,76563 - PRADERA,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,2674493,CL.7 N░ 4-50 B/ ALTO CASTILLO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6143-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-09,Agua tratada,76122-8,GRIFO INSTALADO PUNTO FIJO,SALIDA PLANTA VDA EL BRILLANTE,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,URBANO,,sector EL BRILLANTE,RÍO,PIJAO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3136167354,CR 15 # 6 - 45,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REP LEGAL JORGE ENRIQUE SANCHEZ CERON CON CC 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6144-VIG,VIGILANCIA RUTINARIA,20/01/2026,nr-16,Agua tratada,76736-8,grifo instalado en punto fijo,carrera 52 cll 58 (la galeria),76 - VALLE DEL CAUCA,76736 - SEVILLA,URBANO,,gaitan,RÍO,pijao y san marcos,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3146443780,CRA 49 # 50 - 41,UESVALLE - ARO TULUÁ,natalia raigosa medina,la muestra de fisicoquimico y color aparente se toma en envase de color ambar de 1000ml. representante legal jorge enrique sanchez ceron c.c 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6145-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-10,Agua tratada,76122-6,"grifo instalado, punto fijo","SALIDA SEVILLA, COLEGIO SATELITE BOLIVARIANO",76 - VALLE DEL CAUCA,76122 - CAICEDONIA,URBANO,,LA CAMELIA,QUEBRADA,PIJAO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3136167354,CR 15 # 6 - 45,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA MEDINA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML.REP LEGAL JORGE ENRIQUE SANCHEZ CERON CON CC 6319264.,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6147-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-12,Agua tratada,76122-3,GRIFO INSTALADO - PUNTO FIJO,"CALLE 11, MANZANA C, LA CIUDADELA",76 - VALLE DEL CAUCA,76122 - CAICEDONIA,URBANO,,LA CIUDADELA,NACIMIENTO,PIJAO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3136167354,CR 15 # 6 - 45,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,"LA MUESTRA DE FISIOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000 ML, REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON, C.C. 6319264",20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6148-VIG,,20/01/2026,NR-15,Agua tratada,76736-9,GRIFO INSTALADO PUNTO FIJO,CRA 53 CON CLL 64,76 - VALLE DEL CAUCA,76736 - SEVILLA,URBANO,,FERIAS,RÍO,RIO PIJAO Y SAN MARCOS,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3146443780,CRA 49 # 50 - 41,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA MEDINA,LA MUESTRA FISICO QUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML. REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON CON CC 6319264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6149-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-17,Agua tratada,76736-6,GRIFO INSTALADO PUNTO FIJO,CALLE 53 CON CRA 54,76 - VALLE DEL CAUCA,76736 - SEVILLA,URBANO,,ALTO LA CRUZ,RÍO,PIJAO Y SAN MARCOS,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3146443780,CRA 49 # 50 - 41,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML REP LEGAL JORGE ENRIQUE SANCHEZ CERON CON CC 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6150-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-13,Agua tratada,76736-2,"GRIFO INSTALADO, PUNTO FIJO",CRA 49 # 50-41,76 - VALLE DEL CAUCA,76736 - SEVILLA,URBANO,,CENTRO,RÍO,PIJAO Y SAN MARCOS,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3146443780,CRA 49 # 50 - 41,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML. REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON CON C.C 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6151-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-08,Agua tratada,76122-4,GRIFO INSTALADO PUNTO FIJO,CRA 15 CON CL 12 GUTIERREZ Y ARANGO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,URBANO,,GUTIERREZ Y ARANGO,RÍO,PIJAO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3136167354,CR 15 # 6 - 45,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML - REP LEGAL JORGE ENRIQUE SANCHEZ CERON C.C. 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6154-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-003,Agua tratada,5634,COSTADO CLUB DE LEONES,CALLE 7 TRANSVERSAL 7,76 - VALLE DEL CAUCA,76563 - PRADERA,URBANO,,LA POPA,RÍO,BOLO,76 - VALLE DEL CAUCA,76563 - PRADERA,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,2674493,CL.7 N░ 4-50 B/ ALTO CASTILLO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6157-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-14,Agua tratada,76736-12,grifo instalado punto fijo,CALLE 62 CON CRA 46,76 - VALLE DEL CAUCA,76736 - SEVILLA,URBANO,,BRASIL,RÍO,PIJAO Y SAN MARCOS,76 - VALLE DEL CAUCA,76736 - SEVILLA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3146443780,CRA 49 # 50 - 41,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML.REP LEGAL JORGE ENRIQUE SANCHEZ CERON CON CC 6319264.,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6158-VIG,VIGILANCIA RUTINARIA,20/01/2026,NR-11,Agua tratada,76122-5,GRIFO INSTALADO PUNTO FIJO,SALIDA SEVILLA TRANSITO MUNICIPAL BARRIO GUYANA,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,URBANO,,GUYANA,RÍO,PIJAO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ACUAVALLE S.A (E.S.P),3136167354,CR 15 # 6 - 45,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA medina,LA MUESTRA FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML - REP LEGAL JORGE ENRIQUE SANCHEZ CERON C.C. 6.319.264,20/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260120-6160-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-004,Agua tratada,5633,HOGAR INFANTIL ALFREDO POSADA CORREA,CALLE 6 CARRERA 12,76 - VALLE DEL CAUCA,76563 - PRADERA,URBANO,,PUERTO NUEVO,RÍO,BOLO,76 - VALLE DEL CAUCA,76563 - PRADERA,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,2674493,CL.7 N░ 4-50 B/ ALTO CASTILLO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6163-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-005,Agua tratada,5636,COSTADO HOSPITAL SAN ROQUE,CARRERA 10 CALLE 10,76 - VALLE DEL CAUCA,76563 - PRADERA,URBANO,,SAN ROQUE,RÍO,BOLO,76 - VALLE DEL CAUCA,76563 - PRADERA,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,2674493,CL.7 N░ 4-50 B/ ALTO CASTILLO,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6171-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-006,Agua tratada,2755,BARRIO LA CASILDA EN LA GLORIETA AL PIE DEL HIDRANTE grifo instalado,CARRERA 12 CON CALLE 16A,76 - VALLE DEL CAUCA,76275 - FLORIDA,URBANO,,la casilda,RÍO,frayle,76 - VALLE DEL CAUCA,76275 - FLORIDA,ACUEDUCTO,ACUAVALLE SA ESP,6022642342,CARRERA 19 # 8 - 30,UESVALLE - ARO CALI,carlos caicedo,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6172-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-007,Agua tratada,2756,BARRIO SAN LUIS. FRENTE A VIVIENDA # 12-03. DIAGONAL HOSPITAL BENJAMIN BERNEY GASCA.,CARRERA 6A # 12 - 03,76 - VALLE DEL CAUCA,76275 - FLORIDA,URBANO,,san luis,RÍO,frayle,76 - VALLE DEL CAUCA,76275 - FLORIDA,ACUEDUCTO,ACUAVALLE SA ESP,6022642342,CARRERA 19 # 8 - 30,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6173-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-008,Agua tratada,2758,FRENTE AL CLUB DE LEONES,CALLE 9 # 7 - 52,76 - VALLE DEL CAUCA,76275 - FLORIDA,URBANO,,LOS ALMENDROS,RÍO,FRAYLE,76 - VALLE DEL CAUCA,76275 - FLORIDA,ACUEDUCTO,ACUAVALLE SA ESP,6022642342,CARRERA 19 # 8 - 30,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6174-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-009,Agua tratada,2757,I.E. CIUDAD FLORIDA,CALLE 6 ENTRE CARRERAS 12 Y 12A,76 - VALLE DEL CAUCA,76275 - FLORIDA,URBANO,,LA CABAÑA,RÍO,FRAYLE,76 - VALLE DEL CAUCA,76275 - FLORIDA,ACUEDUCTO,ACUAVALLE SA ESP,6022642342,CARRERA 19 # 8 - 30,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260120-6176-VIG,VIGILANCIA RUTINARIA,20/01/2026,CACG-010,Agua tratada,2753,BARRIO VILLA NANCY. frentea vivienda n° 17 -67,CARRERA 21 CON CALLE 17 # 17-57,76 - VALLE DEL CAUCA,76275 - FLORIDA,URBANO,,VILLA NANCY,RÍO,FRAYLE,76 - VALLE DEL CAUCA,76275 - FLORIDA,ACUEDUCTO,ACUAVALLE SA ESP,6022642342,CARRERA 19 # 8 - 30,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,20/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260121-6184-VIG,VIGILANCIA RUTINARIA,21/01/2026,VH005,Agua cruda,76.606-2,GRIFO INSTALADO PUNTO FIJO,FINCA VILLA ISABEL,76 - VALLE DEL CAUCA,76606 - RESTREPO,RURAL,EL DIAMANTE,,QUEBRADA,EL DIAMANTE,76 - VALLE DEL CAUCA,76606 - RESTREPO,ACUEDUCTO,ASOCIACION DE USUARIOS ACUEDUCTO EL DIAMANTE,3182116862,VEREDA EL DIAMANTE,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL JOSE CARMONA SE TOMA MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000CC, SE REALIZA ANALISIS DE COLOR APARENTE.",21/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260121-6185-VIG,VIGILANCIA RUTINARIA,21/01/2026,VH-002,Agua cruda,76606-1,GRIFO PATIO,VIVIENDA PAOLA ANDREA PUENTE,76 - VALLE DEL CAUCA,76606 - RESTREPO,RURAL,AGUA LINDA,,QUEBRADA,QUEBRADA AGUA LINDA BAJA,76 - VALLE DEL CAUCA,76606 - RESTREPO,ACUEDUCTO,ASOCIACION DE USUARIOS AGUA LINDA BAJA,SD,SD,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL: PAOLA ANDREA PUENTE, SE TOMA LA MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000 CC, SE REALIZA ANALISIS DE COLOR APARENTE",21/01/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260121-6186-VIG,VIGILANCIA RUTINARIA,21/01/2026,CACG-011,Agua tratada,2483,CASETA COMUNAL CINCUENTENARIO,BARRIO CASETA COMUNAL DEL CINCUENTENARIO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,CINCUENTENARIO,RÍO,el cerrito,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,21/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260527_0154.csv,20260527_0154,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260527_0154\muestras_fichas_CONSOLIDADO_lote_20260527_0154.csv
20260121-6195-VIG,VIGILANCIA RUTINARIA,21/01/2026,CACG-012,Agua tratada,2484,PRIMER NUDO DE DISTRIBUCCIÓN,CALLE 6 # 1 - 11 LA VARIANTE,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,BUENOS AIRES,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,CARLOS CAICEDO,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo Seco. Nota: la muestra de color aparente se entrega en frasco ámbar de 1.000 ml.,21/01/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260527_0154.csv,20260527_0154,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260527_0154\muestras_fichas_CONSOLIDADO_lote_20260527_0154.csv
